BDiffs,AvgVelo
0.155,0.12223846691325424
0.15997368421052632,0.12760077065568629
0.16494736842105262,0.13204722733699398
0.16992105263157894,0.1363799061289085
0.17489473684210527,0.14343899481378558
0.17986842105263157,0.14466972236173697
0.1848421052631579,0.1498232993441048
0.18981578947368422,0.15621723077548577
0.1947894736842105,0.15566784335720923
0.19976315789473684,0.15382479323401363
0.20473684210526316,0.15735926416395832
0.20971052631578946,0.15953307517604906
0.21468421052631578,0.15780526777671577
0.2196578947368421,0.16469461364109425
0.2246315789473684,0.16696989283366115
0.22960526315789476,0.16584549085949662
0.23457894736842105,0.16960203647613525
0.23955263157894735,0.17296598079559802
0.2445263157894737,0.17477068407782193
0.2495,0.17893341745023156
0.2544736842105263,0.184198913395265
0.25944736842105265,0.18847028668315266
0.26442105263157895,0.181233967716986
0.26939473684210524,0.179923525325092
0.2743684210526316,0.1800932115617521
0.2793421052631579,0.1878630388313306
0.2843157894736842,0.1899029698260253
0.28928947368421054,0.1893629638761708
0.29426315789473684,0.19394977860254783
0.29923684210526313,0.19432550503147974
0.3042105263157895,0.1936749025881031
0.3091842105263158,0.19424634155782958
0.3141578947368421,0.19658341526560935
0.31913157894736843,0.19672238569465475
0.32410526315789473,0.20119473611042177
0.329078947368421,0.20384645020520245
0.3340526315789474,0.20560944629859385
0.3390263157894737,0.2039318138546015
0.344,0.2064254447704053
0.3489736842105263,0.2094016328526004
0.3539473684210527,0.21541397722940597
0.3589210526315789,0.21189136637581718
0.36389473684210527,0.20540705882012844
0.3688684210526316,0.20711468945583097
0.37384210526315786,0.20630096321675315
0.3788157894736842,0.20556642431561517
0.38378947368421057,0.20812875600663935
0.3887631578947368,0.21776258013171373
0.39373684210526316,0.21053052955258147
0.3987105263157895,0.2097448536769096
0.40368421052631576,0.21201427127830139
0.4086578947368421,0.2239678994469021
0.41363157894736846,0.21625703380953878
0.4186052631578947,0.20639543040392266
0.42357894736842105,0.2123545364478752
0.4285526315789474,0.20775848703834632
0.43352631578947365,0.2160145716520133
0.4385,0.22003067300674764
0.44347368421052635,0.21523440982340178
0.4484473684210526,0.21790793464092317
0.45342105263157895,0.22148261751447404
0.4583947368421053,0.22584770515028305
0.46336842105263154,0.22668447628043495
0.4683421052631579,0.21984524566260505
0.47331578947368425,0.222272987522246
0.4782894736842105,0.2152603400847361
0.48326315789473684,0.2244611864998227
0.4882368421052632,0.21925047393093744
0.49321052631578943,0.22271611917176687
0.4981842105263158,0.21913984360603184
0.5031578947368421,0.21968835476532722
0.5081315789473684,0.22254748117909215
0.5131052631578947,0.21701970146697702
0.5180789473684211,0.21678307443207748
0.5230526315789473,0.2288254082277139
0.5280263157894737,0.22091223305001909
0.533,0.21357684420029224
0.5379736842105263,0.22296434954593056
0.5429473684210526,0.2256115127091456
0.547921052631579,0.21564919015635614
0.5528947368421053,0.22480930514510897
0.5578684210526316,0.22637749329591408
0.5628421052631579,0.22418075103661828
0.5678157894736843,0.219401614681171
0.5727894736842105,0.22259189662172374
0.5777631578947369,0.22009427259391254
0.5827368421052632,0.2204143877793344
0.5877105263157895,0.2281687761607923
0.5926842105263158,0.2081907300496132
0.5976578947368422,0.2168605581376305
0.6026315789473684,0.22077738608002034
0.6076052631578948,0.22207875914921035
0.6125789473684211,0.22055889481059382
0.6175526315789474,0.22562046577988287
0.6225263157894737,0.22529423156408807
0.6275000000000001,0.2275468394713684
0.6324736842105263,0.21706187581441488
0.6374473684210527,0.2195709119967329
0.642421052631579,0.22465839530482437
0.6473947368421052,0.2220442429164473
0.6523684210526316,0.21735817396721874
0.657342105263158,0.22180732288308053
0.6623157894736843,0.2284602837616138
0.6672894736842105,0.22091452125719332
0.6722631578947369,0.2141445085427086
0.6772368421052632,0.2194446182787502
0.6822105263157895,0.2223916741712427
0.6871842105263158,0.22630292436350946
0.6921578947368422,0.2122047911869006
0.6971315789473684,0.22016024589538574
0.7021052631578948,0.21720498036115599
0.7070789473684211,0.21809395883008195
0.7120526315789474,0.2223045150668635
0.7170263157894737,0.22000143293700467
0.7220000000000001,0.2136878561904863
0.7269736842105263,0.2186226499253425
0.7319473684210527,0.21786161483898106
0.736921052631579,0.21840446892007098
0.7418947368421053,0.21383237907751942
0.7468684210526316,0.2146615918758696
0.751842105263158,0.22263644698137297
0.7568157894736842,0.2144204226021243
0.7617894736842106,0.2179861068725586
0.7667631578947369,0.21617984771728516
0.7717368421052632,0.21905820526762637
0.7767105263157895,0.2175123935722443
0.7816842105263159,0.2117149142050066
0.7866578947368421,0.2076719805664881
0.7916315789473685,0.20711405929428578
0.7966052631578948,0.21202582383990468
0.8015789473684211,0.2129602578296048
0.8065526315789474,0.21242219869934917
0.8115263157894738,0.20273760990337567
0.8165,0.22493884319395532
0.8214736842105264,0.21238203769848668
0.8264473684210527,0.20501162702785333
0.831421052631579,0.20183103113639647
0.8363947368421053,0.20896931367417787
0.8413684210526317,0.20667673991276667
0.8463421052631579,0.20704639750249235
0.8513157894736842,0.21309719322631077
0.8562894736842106,0.2008027684541396
0.8612631578947368,0.20471392853211687
0.8662368421052632,0.20303646476235399
0.8712105263157895,0.20722948026432533
0.8761842105263158,0.2115070630633642
0.8811578947368421,0.20743909793630783
0.8861315789473685,0.204298342063976
0.8911052631578947,0.20118760912908676
0.8960789473684211,0.20117626616068815
0.9010526315789474,0.19920780727717655
0.9060263157894737,0.20511177321820728
0.911,0.1969750810692913
0.9159736842105264,0.19820638095276263
0.9209473684210526,0.19554464340209962
0.925921052631579,0.19059843487209743
0.9308947368421053,0.1921424307884314
